,words,labels
15098,the architectural landmark in eu ireland be stunning,O O O O B-COUNTRY L-COUNTRY O O
15099,sda hs sos club organize a hat day for flood relief student who make donation be allow to wear hat to show their support over 500 be raise for the red cross for flood relief in nebraska great job to sos and all the student who contribute,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O
15100,the botanical garden in musikavanhu be spectacular,O O O O U-STATE O O
15101,the scenic spot in zimbabwe chimanimani be perfect for photography,O O O O U-COUNTRY U-CITY O O O O
15102,ksu collegiate cattlemens club be sell shirt in order to raise money for nebraska cattlemen and the midwest flood relief your support be greatly appreciate,O O O O O O O O O O O O O U-STATE O O O O O O O O O O O
15103,have you hear about the recent event in nebraska,O O O O O O O O U-STATE
15104,the u of nebraska have a opportunity to put into place a thoughtful coordinate system wide effort to help nebraskan deal with this flood,O O O U-STATE O O O O O O O O O O O O O O O O O O O O
15105,hhs speech and debate be go to national in texas and nebraska and would love your support all proceed go to the speech and debate booster club if you can not donate please share thanks,O O O O O O O O O U-STATE O U-STATE O O O O O O O O O O O O O O O O O O O O O O O
15106,next time you come to bring can food item and pick a prize from our forest treasure chest your food will be distribute to person in need in the bellevue community through eastern nebraska community action partnership encap,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-CITY O O O U-STATE O O O O
15107,huge thank you to for their donation of 4 st louis cardinals weekend game ticket all proceed from this item will go to benefit the cattleman affect by the nebraska flood bid on they at,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O
15108,preview of year to come million in flood cost to road in eastern nebraska,O O O O O O O O O O O O O U-STATE
15109,mcs tees more be do their part sell hat and shirt while partner with ogt to help with nebraska flood relief mc have some very cool nebraska strong hat and shirt for sale with 10 of each sale be donate to,O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O U-STATE O O O O O O O O O O O O O O
15110,the food festival in nebraska be popular with local and tourist alike,O O O O U-STATE O O O O O O O
15111,the cafe and restaurant in zimbabwe mozambique offer a range of international cuisine,O O O O O B-COUNTRY L-COUNTRY O O O O O O
15112,the local market in zimbabwe mozambique malawi offer a variety of goods,O O O O B-COUNTRY I-COUNTRY L-COUNTRY O O O O O
15113,zimbabwe be know for its excellent healthcare facility,U-COUNTRY O O O O O O O
15114,the architectural landmark in chimanimani be stunning,O O O O U-CITY O O
15115,the cost of live in mozambique be relatively high,O O O O O U-COUNTRY O O O
15116,local cuisine in eu zimbabwe be absolutely delicious,O O O B-COUNTRY L-COUNTRY O O O
15117,nebraska be famous for its traditional craft,U-STATE O O O O O O
15118,1 of 3 flood warning continue for the cass douglas nemaha otoe richardson sarpy washington county there also a winter weather advisory for extreme northwest nebraska this include the community of chadron alliance mullen hyannis gordon,O O O O O O O O O B-COUNTY I-COUNTY I-COUNTY I-COUNTY L-COUNTY U-STATE O O O O O O O O O O U-STATE O O O O O B-NEIGHBORHOOD I-NEIGHBORHOOD I-NEIGHBORHOOD I-NEIGHBORHOOD L-NEIGHBORHOOD
15119,finally some smile face in mozambique our staff make supplies ready and person in the village receive they africa nonprofit cycloneidai malaria cholera aid aid health fund donate careforlife mozambique mozmbiqueflood2019 give donate emergency beira,O O O O O U-COUNTRY O O O O O O O O O O O O U-CONTINENT O O O O O O O O O O U-COUNTRY O O O O U-CITY
15120,delta resident have be busy collect supplies to send to farmer and rancher in nebraska,O O O O O O O O O O O O O O U-STATE
15121,there be now 139 confirm case of cholera in mozambique after cyclone idai doctors in beira say they be see 200 suspect case per day person be be force to drink contaminate water because the city water supply be damage increase risk of illness,O O O O O O O O O U-COUNTRY O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O
15122,approve and for nebraska community effect by flooding this aint no time for be prideful get they baby feed,O O O U-STATE O O O O O O O O O O O O O O O
15123,iowa nebraska have a variety of family friendly activity,B-STATE L-STATE O O O O O O O
15124,farmer and family in nebraska need help learn how you can impact their life in jesus name,O O O O U-STATE O O O O O O O O O O O O
15125,still look for way to help that in nebraska deal with this month natural disaster the ag committee be match up to 5000 in local contribution to the nebraska cattlemen disaster relief fund,O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O U-STATE O O O O
15126,take llc jessy comfort dog to fremont nebraska today give love compassion comfort to person affect by the flooding and the volunteer help out also take a truck trailer full of supplies from our concordia community gtgtg flood2019,O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
15127,the annual parade in lusaka lusaka be a major attraction,O O O O O O O O O O
15128,nebraska omaha have a rich and varied cultural calendar,U-STATE U-CITY O O O O O O O
15129,several historical landmark be locate in nebraska,O O O O O O U-STATE
15130,first presbyterian church be collect item to fill cleanup bucket and hygiene kit for flood victim in nebraska,O O O O O O O O O O O O O O O O O U-STATE
15131,fris barn in depth with brian allmer dairy together roadshow nebraska farmers union seek donation rmfu scholarship reminder btyb co beef council,O O O U-STATE O O O O O O U-STATE O O O O O O O O O O O
15132,we be proud supporter of nebraska strong ridgewood resident and team member have be busy gather donation item and raise fund to help support all that effect by the recent devastating flood,O O O O O U-STATE O U-CITY O O O O O O O O O O O O O O O O O O O O O O O O
15133,air force plead for billion in addl funding to repair 2 basis damage by natl disaster tyndall af base outside of panama city fl be ravage hurricane michael offutt air base outside of omaha nebraska be badly flood early this month,O O O O O O O O O O O O O O O O O O O O O B-CITY L-CITY U-STATE O O O O O O O O O U-CITY U-STATE O O O O O O
15134,we be collect donation through the end of this month for the nebraska community foundation to help our neighbor that be still recover from the flooding,O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O
15135,charles w herbster herbster angus farm be donate 100 of lot x the ivf slot to america in the herbster angus farm bull sale on april 1 to nebraska flooding relief the entire amount go to the learn how to bid online,O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O
15136,the traditional market in missouri nebraska be colorful and bustling,O O O O B-STATE L-STATE O O O O
15137,ohios rural america relief on the way to nebraska farmershelpingfarmers,O O O O O O O O U-STATE O
15138,the vibrant market in zimbabwe offer a range of local product,O O O O U-COUNTRY O O O O O O
15139,the weather in nebraska texas be quite unpredictable,O O O B-STATE L-STATE O O O
15140,zimbabwe be know for its vibrant street art,U-COUNTRY O O O O O O O
15141,nebraska be a popular destination for both relaxation and adventure,U-STATE O O O O O O O O O
15142,the local food in iowa nebraska be renown for its flavor,O O O O B-STATE L-STATE O O O O O
15143,irp and ifta requirement have be temporarily waiv for commercial motor vehicle operator travel in and through iowa to provide disaster relief in iowa and nebraska trucker stay safe out there and thank you for all your hard work,O O O O O O O O O O O O O O O O O U-STATE O O O O O U-STATE O U-STATE O O O O O O O O O O O O O
15144,as flooding ravage central nebraska early this month many step up to help that in need include one wood river middle school student,O O O O U-STATE O O O O O O O O O O O O O O O O O O
15145,mozambique be a top destination for cultural tourism,U-COUNTRY O O O O O O O
15146,nebraska be know for its picturesque riverfront,U-STATE O O O O O O
15147,the local celebration in zimbabwe bring the community together,O O O O U-COUNTRY O O O O
15148,i feel the love zimbabwe receive from as a result of a terrible in chimanimani it provide 60 million rand thank you very much,O O O O U-COUNTRY O O O O O O O O O U-CITY O O O O O O O O O
15149,the natural beauty of nebraska attract many photographer,O O O O U-STATE O O O
15150,multi agency resource center marc be a great resource for person in need of receive help after the the first marc be set up in fremont at the school admin building today and tomorrow,O O O O O O O O O O O O O O O O O O O O O O O O O U-CITY O O O O O O O O
15151,do not forget about our 10000 match for all donation make to farm rescue for nebraska flood relief go to to make your donation today agriculture nebraskaflood2019 nebraskafloodrelief nebraskastrong,O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O
15152,hy vee be donate to the american red cross to help community impact by historic flooding help support our neighbor devastate by flooding by donate directly to the nebraska southwest iowa american red cross chapter at,O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O U-STATE O O O O O
15153,here a awesome story about one of our nebraska production partner go above and beyond to keep his animal in feed and water despite the flooding realpigfarming,O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O
15154,national doctors day be saturday march 30 we be honor our family physician and pa in honor of doctors day by make a donation in honor of nebraska flood relief in their name courtesy of fairbury journal news,O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O
15155,the historic district in wisconsin nebraska missouri iowa usa be charming and well preserve,O O O O B-STATE I-STATE I-STATE L-STATE U-COUNTRY O O O O O
15156,nebraska have a rich musical heritage,U-STATE O O O O O
15157,iowa nebraska be renown for its lively cultural festival,B-STATE L-STATE O O O O O O O
